CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0026000000040084RB0F;22/06/2019;17;0,052;R
ES0026000000040084RB0F;22/06/2019;18;0,025;R
ES0026000000040084RB0F;22/06/2019;19;0,053;R
ES0026000000040084RB0F;22/06/2019;20;0,052;R
ES0026000000040084RB0F;22/06/2019;21;0,025;R
ES0026000000040084RB0F;22/06/2019;22;0,053;R
ES0026000000040084RB0F;22/06/2019;23;0,053;R
ES0026000000040084RB0F;22/06/2019;24;0,025;R
ES0026000000040084RB0F;23/06/2019;1;0,053;R
ES0026000000040084RB0F;23/06/2019;2;0,051;R
ES0026000000040084RB0F;23/06/2019;3;0,027;R
ES0026000000040084RB0F;23/06/2019;4;0,053;R
ES0026000000040084RB0F;23/06/2019;5;0,05;R
ES0026000000040084RB0F;23/06/2019;6;0,027;R
ES0026000000040084RB0F;23/06/2019;7;0,053;R
ES0026000000040084RB0F;23/06/2019;8;0,051;R
ES0026000000040084RB0F;23/06/2019;9;0,027;R
ES0026000000040084RB0F;23/06/2019;10;0,053;R
ES0026000000040084RB0F;23/06/2019;11;0,05;R
ES0026000000040084RB0F;23/06/2019;12;0,028;R
ES0026000000040084RB0F;23/06/2019;13;0,053;R
ES0026000000040084RB0F;23/06/2019;14;0,051;R
ES0026000000040084RB0F;23/06/2019;15;0,027;R
ES0026000000040084RB0F;23/06/2019;16;0,053;R
ES0026000000040084RB0F;23/06/2019;17;0,048;R
ES0026000000040084RB0F;23/06/2019;18;0,03;R
ES0026000000040084RB0F;23/06/2019;19;0,054;R
ES0026000000040084RB0F;23/06/2019;20;0,048;R
ES0026000000040084RB0F;23/06/2019;21;0,03;R
ES0026000000040084RB0F;23/06/2019;22;0,053;R
ES0026000000040084RB0F;23/06/2019;23;0,048;R
ES0026000000040084RB0F;23/06/2019;24;0,03;R
ES0026000000040084RB0F;24/06/2019;1;0,053;R
ES0026000000040084RB0F;24/06/2019;2;0,051;R
ES0026000000040084RB0F;24/06/2019;3;0,027;R
ES0026000000040084RB0F;24/06/2019;4;0,053;R
ES0026000000040084RB0F;24/06/2019;5;0,053;R
ES0026000000040084RB0F;24/06/2019;6;0,026;R
ES0026000000040084RB0F;24/06/2019;7;0,053;R
ES0026000000040084RB0F;24/06/2019;8;0,053;R
ES0026000000040084RB0F;24/06/2019;9;0,025;R
ES0026000000040084RB0F;24/06/2019;10;0,053;R
ES0026000000040084RB0F;24/06/2019;11;0,054;R
ES0026000000040084RB0F;24/06/2019;12;0,025;R
ES0026000000040084RB0F;24/06/2019;13;0,053;R
ES0026000000040084RB0F;24/06/2019;14;0,053;R
ES0026000000040084RB0F;24/06/2019;15;0,025;R
ES0026000000040084RB0F;24/06/2019;16;0,053;R
ES0026000000040084RB0F;24/06/2019;17;0,054;R
ES0026000000040084RB0F;24/06/2019;18;0,025;R
ES0026000000040084RB0F;24/06/2019;19;0,054;R
ES0026000000040084RB0F;24/06/2019;20;0,053;R
ES0026000000040084RB0F;24/06/2019;21;0,025;R
ES0026000000040084RB0F;24/06/2019;22;0,053;R
ES0026000000040084RB0F;24/06/2019;23;0,054;R
ES0026000000040084RB0F;24/06/2019;24;0,025;R
ES0026000000040084RB0F;25/06/2019;1;0,053;R
ES0026000000040084RB0F;25/06/2019;2;0,053;R
ES0026000000040084RB0F;25/06/2019;3;0,031;R
ES0026000000040084RB0F;25/06/2019;4;0,048;R
ES0026000000040084RB0F;25/06/2019;5;0,054;R
ES0026000000040084RB0F;25/06/2019;6;0,033;R
ES0026000000040084RB0F;25/06/2019;7;0,046;R
ES0026000000040084RB0F;25/06/2019;8;0,053;R
ES0026000000040084RB0F;25/06/2019;9;0,037;R
ES0026000000040084RB0F;25/06/2019;10;0,041;R
ES0026000000040084RB0F;25/06/2019;11;0,054;R
ES0026000000040084RB0F;25/06/2019;12;0,041;R
ES0026000000040084RB0F;25/06/2019;13;0,037;R
ES0026000000040084RB0F;25/06/2019;14;0,053;R
ES0026000000040084RB0F;25/06/2019;15;0,047;R
ES0026000000040084RB0F;25/06/2019;16;0,031;R
ES0026000000040084RB0F;25/06/2019;17;0,053;R
ES0026000000040084RB0F;25/06/2019;18;0,054;R
ES0026000000040084RB0F;25/06/2019;19;0,025;R
ES0026000000040084RB0F;25/06/2019;20;0,054;R
ES0026000000040084RB0F;25/06/2019;21;0,053;R
ES0026000000040084RB0F;25/06/2019;22;0,025;R
ES0026000000040084RB0F;25/06/2019;23;0,054;R
ES0026000000040084RB0F;25/06/2019;24;0,053;R
ES0026000000040084RB0F;26/06/2019;1;0,027;R
ES0026000000040084RB0F;26/06/2019;2;0,052;R
ES0026000000040084RB0F;26/06/2019;3;0,054;R
ES0026000000040084RB0F;26/06/2019;4;0,034;R
ES0026000000040084RB0F;26/06/2019;5;0,044;R
ES0026000000040084RB0F;26/06/2019;6;0,054;R
ES0026000000040084RB0F;26/06/2019;7;0,041;R
ES0026000000040084RB0F;26/06/2019;8;0,038;R
ES0026000000040084RB0F;26/06/2019;9;0,053;R
ES0026000000040084RB0F;26/06/2019;10;0,046;R
ES0026000000040084RB0F;26/06/2019;11;0,033;R
ES0026000000040084RB0F;26/06/2019;12;0,054;R
ES0026000000040084RB0F;26/06/2019;13;0,05;R
ES0026000000040084RB0F;26/06/2019;14;0,028;R
ES0026000000040084RB0F;26/06/2019;15;0,053;R
ES0026000000040084RB0F;26/06/2019;16;0,053;R
ES0026000000040084RB0F;26/06/2019;17;0,025;R
ES0026000000040084RB0F;26/06/2019;18;0,054;R
ES0026000000040084RB0F;26/06/2019;19;0,054;R
ES0026000000040084RB0F;26/06/2019;20;0,027;R
ES0026000000040084RB0F;26/06/2019;21;0,052;R
ES0026000000040084RB0F;26/06/2019;22;0,054;R
ES0026000000040084RB0F;26/06/2019;23;0,033;R
ES0026000000040084RB0F;26/06/2019;24;0,046;R
ES0026000000040084RB0F;27/06/2019;1;0,055;R
ES0026000000040084RB0F;27/06/2019;2;0,038;R
ES0026000000040084RB0F;27/06/2019;3;0,041;R
ES0026000000040084RB0F;27/06/2019;4;0,054;R
ES0026000000040084RB0F;27/06/2019;5;0,047;R
ES0026000000040084RB0F;27/06/2019;6;0,032;R
ES0026000000040084RB0F;27/06/2019;7;0,055;R
ES0026000000040084RB0F;27/06/2019;8;0,053;R
ES0026000000040084RB0F;27/06/2019;9;0,026;R
ES0026000000040084RB0F;27/06/2019;10;0,055;R
ES0026000000040084RB0F;27/06/2019;11;0,054;R
ES0026000000040084RB0F;27/06/2019;12;0,025;R
ES0026000000040084RB0F;27/06/2019;13;0,055;R
ES0026000000040084RB0F;27/06/2019;14;0,055;R
ES0026000000040084RB0F;27/06/2019;15;0,032;R
ES0026000000040084RB0F;27/06/2019;16;0,048;R
ES0026000000040084RB0F;27/06/2019;17;0,054;R
ES0026000000040084RB0F;27/06/2019;18;0,043;R
ES0026000000040084RB0F;27/06/2019;19;0,037;R
ES0026000000040084RB0F;27/06/2019;20;0,055;R
ES0026000000040084RB0F;27/06/2019;21;0,053;R
ES0026000000040084RB0F;27/06/2019;22;0,028;R
ES0026000000040084RB0F;27/06/2019;23;0,055;R
ES0026000000040084RB0F;27/06/2019;24;0,055;R
ES0026000000040084RB0F;28/06/2019;1;0,025;R
ES0026000000040084RB0F;28/06/2019;2;0,055;R
ES0026000000040084RB0F;28/06/2019;3;0,055;R
ES0026000000040084RB0F;28/06/2019;4;0,038;R
ES0026000000040084RB0F;28/06/2019;5;0,042;R
ES0026000000040084RB0F;28/06/2019;6;0,056;R
ES0026000000040084RB0F;28/06/2019;7;0,048;R
ES0026000000040084RB0F;28/06/2019;8;0,031;R
ES0026000000040084RB0F;28/06/2019;9;0,055;R
ES0026000000040084RB0F;28/06/2019;10;0,056;R
ES0026000000040084RB0F;28/06/2019;11;0,025;R
ES0026000000040084RB0F;28/06/2019;12;0,055;R
ES0026000000040084RB0F;28/06/2019;13;0,055;R
ES0026000000040084RB0F;28/06/2019;14;0,037;R
ES0026000000040084RB0F;28/06/2019;15;0,043;R
ES0026000000040084RB0F;28/06/2019;16;0,055;R
ES0026000000040084RB0F;28/06/2019;17;0,05;R
ES0026000000040084RB0F;28/06/2019;18;0,031;R
ES0026000000040084RB0F;28/06/2019;19;0,056;R
ES0026000000040084RB0F;28/06/2019;20;0,055;R
ES0026000000040084RB0F;28/06/2019;21;0,026;R
ES0026000000040084RB0F;28/06/2019;22;0,055;R
ES0026000000040084RB0F;28/06/2019;23;0,055;R
ES0026000000040084RB0F;28/06/2019;24;0,039;R
ES0026000000040084RB0F;29/06/2019;1;0,043;R
ES0026000000040084RB0F;29/06/2019;2;0,055;R
ES0026000000040084RB0F;29/06/2019;3;0,051;R
ES0026000000040084RB0F;29/06/2019;4;0,029;R
ES0026000000040084RB0F;29/06/2019;5;0,056;R
ES0026000000040084RB0F;29/06/2019;6;0,055;R
ES0026000000040084RB0F;29/06/2019;7;0,032;R
ES0026000000040084RB0F;29/06/2019;8;0,049;R
ES0026000000040084RB0F;29/06/2019;9;0,055;R
ES0026000000040084RB0F;29/06/2019;10;0,047;R
ES0026000000040084RB0F;29/06/2019;11;0,034;R
ES0026000000040084RB0F;29/06/2019;12;0,055;R
ES0026000000040084RB0F;29/06/2019;13;0,056;R
ES0026000000040084RB0F;29/06/2019;14;0,026;R
ES0026000000040084RB0F;29/06/2019;15;0,056;R
ES0026000000040084RB0F;29/06/2019;16;0,055;R
ES0026000000040084RB0F;29/06/2019;17;0,042;R
ES0026000000040084RB0F;29/06/2019;18;0,039;R
ES0026000000040084RB0F;29/06/2019;19;0,056;R
ES0026000000040084RB0F;29/06/2019;20;0,056;R
ES0026000000040084RB0F;29/06/2019;21;0,025;R
ES0026000000040084RB0F;29/06/2019;22;0,056;R
ES0026000000040084RB0F;29/06/2019;23;0,055;R
ES0026000000040084RB0F;29/06/2019;24;0,034;R
ES0026000000040084RB0F;30/06/2019;1;0,046;R
ES0026000000040084RB0F;30/06/2019;2;0,056;R
ES0026000000040084RB0F;30/06/2019;3;0,05;R
ES0026000000040084RB0F;30/06/2019;4;0,03;R
ES0026000000040084RB0F;30/06/2019;5;0,056;R
ES0026000000040084RB0F;30/06/2019;6;0,056;R
ES0026000000040084RB0F;30/06/2019;7;0,028;R
ES0026000000040084RB0F;30/06/2019;8;0,053;R
ES0026000000040084RB0F;30/06/2019;9;0,055;R
ES0026000000040084RB0F;30/06/2019;10;0,043;R
ES0026000000040084RB0F;30/06/2019;11;0,037;R
ES0026000000040084RB0F;30/06/2019;12;0,056;R
ES0026000000040084RB0F;30/06/2019;13;0,055;R
ES0026000000040084RB0F;30/06/2019;14;0,026;R
ES0026000000040084RB0F;30/06/2019;15;0,055;R
ES0026000000040084RB0F;30/06/2019;16;0,056;R
ES0026000000040084RB0F;30/06/2019;17;0,032;R
ES0026000000040084RB0F;30/06/2019;18;0,049;R
ES0026000000040084RB0F;30/06/2019;19;0,056;R
ES0026000000040084RB0F;30/06/2019;20;0,045;R
ES0026000000040084RB0F;30/06/2019;21;0,036;R
ES0026000000040084RB0F;30/06/2019;22;0,056;R
ES0026000000040084RB0F;30/06/2019;23;0,055;R
ES0026000000040084RB0F;30/06/2019;24;0,025;R
ES0026000000040084RB0F;01/07/2019;1;0,056;R
ES0026000000040084RB0F;01/07/2019;2;0,056;R
ES0026000000040084RB0F;01/07/2019;3;0,031;R
ES0026000000040084RB0F;01/07/2019;4;0,049;R
ES0026000000040084RB0F;01/07/2019;5;0,056;R
ES0026000000040084RB0F;01/07/2019;6;0,044;R
ES0026000000040084RB0F;01/07/2019;7;0,037;R
ES0026000000040084RB0F;01/07/2019;8;0,056;R
ES0026000000040084RB0F;01/07/2019;9;0,054;R
ES0026000000040084RB0F;01/07/2019;10;0,026;R
ES0026000000040084RB0F;01/07/2019;11;0,055;R
ES0026000000040084RB0F;01/07/2019;12;0,055;R
ES0026000000040084RB0F;01/07/2019;13;0,032;R
ES0026000000040084RB0F;01/07/2019;14;0,048;R
ES0026000000040084RB0F;01/07/2019;15;0,055;R
ES0026000000040084RB0F;01/07/2019;16;0,045;R
ES0026000000040084RB0F;01/07/2019;17;0,036;R
ES0026000000040084RB0F;01/07/2019;18;0,055;R
ES0026000000040084RB0F;01/07/2019;19;0,055;R
ES0026000000040084RB0F;01/07/2019;20;0,025;R
ES0026000000040084RB0F;01/07/2019;21;0,055;R
ES0026000000040084RB0F;01/07/2019;22;0,055;R
ES0026000000040084RB0F;01/07/2019;23;0,033;R
ES0026000000040084RB0F;01/07/2019;24;0,047;R
ES0026000000040084RB0F;02/07/2019;1;0,055;R
ES0026000000040084RB0F;02/07/2019;2;0,047;R
ES0026000000040084RB0F;02/07/2019;3;0,033;R
ES0026000000040084RB0F;02/07/2019;4;0,054;R
ES0026000000040084RB0F;02/07/2019;5;0,056;R
ES0026000000040084RB0F;02/07/2019;6;0,025;R
ES0026000000040084RB0F;02/07/2019;7;0,055;R
ES0026000000040084RB0F;02/07/2019;8;0,055;R
ES0026000000040084RB0F;02/07/2019;9;0,037;R
ES0026000000040084RB0F;02/07/2019;10;0,044;R
ES0026000000040084RB0F;02/07/2019;11;0,054;R
ES0026000000040084RB0F;02/07/2019;12;0,048;R
ES0026000000040084RB0F;02/07/2019;13;0,032;R
ES0026000000040084RB0F;02/07/2019;14;0,055;R
ES0026000000040084RB0F;02/07/2019;15;0,055;R
ES0026000000040084RB0F;02/07/2019;16;0,025;R
ES0026000000040084RB0F;02/07/2019;17;0,054;R
ES0026000000040084RB0F;02/07/2019;18;0,055;R
ES0026000000040084RB0F;02/07/2019;19;0,033;R
ES0026000000040084RB0F;02/07/2019;20;0,046;R
ES0026000000040084RB0F;02/07/2019;21;0,054;R
ES0026000000040084RB0F;02/07/2019;22;0,047;R
ES0026000000040084RB0F;02/07/2019;23;0,032;R
ES0026000000040084RB0F;02/07/2019;24;0,055;R
ES0026000000040084RB0F;03/07/2019;1;0,055;R
ES0026000000040084RB0F;03/07/2019;2;0,025;R
ES0026000000040084RB0F;03/07/2019;3;0,055;R
ES0026000000040084RB0F;03/07/2019;4;0,055;R
ES0026000000040084RB0F;03/07/2019;5;0,031;R
ES0026000000040084RB0F;03/07/2019;6;0,049;R
ES0026000000040084RB0F;03/07/2019;7;0,054;R
ES0026000000040084RB0F;03/07/2019;8;0,043;R
ES0026000000040084RB0F;03/07/2019;9;0,038;R
ES0026000000040084RB0F;03/07/2019;10;0,054;R
ES0026000000040084RB0F;03/07/2019;11;0,052;R
ES0026000000040084RB0F;03/07/2019;12;0,027;R
ES0026000000040084RB0F;03/07/2019;13;0,055;R
ES0026000000040084RB0F;03/07/2019;14;0,055;R
ES0026000000040084RB0F;03/07/2019;15;0,025;R
ES0026000000040084RB0F;03/07/2019;16;0,055;R
ES0026000000040084RB0F;03/07/2019;17;0,054;R
ES0026000000040084RB0F;03/07/2019;18;0,037;R
ES0026000000040084RB0F;03/07/2019;19;0,043;R
ES0026000000040084RB0F;03/07/2019;20;0,055;R
ES0026000000040084RB0F;03/07/2019;21;0,047;R
ES0026000000040084RB0F;03/07/2019;22;0,032;R
ES0026000000040084RB0F;03/07/2019;23;0,055;R
ES0026000000040084RB0F;03/07/2019;24;0,055;R
ES0026000000040084RB0F;04/07/2019;1;0,025;R
ES0026000000040084RB0F;04/07/2019;2;0,055;R
ES0026000000040084RB0F;04/07/2019;3;0,055;R
ES0026000000040084RB0F;04/07/2019;4;0,027;R
ES0026000000040084RB0F;04/07/2019;5;0,053;R
ES0026000000040084RB0F;04/07/2019;6;0,055;R
ES0026000000040084RB0F;04/07/2019;7;0,038;R
ES0026000000040084RB0F;04/07/2019;8;0,042;R
ES0026000000040084RB0F;04/07/2019;9;0,054;R
ES0026000000040084RB0F;04/07/2019;10;0,049;R
ES0026000000040084RB0F;04/07/2019;11;0,031;R
ES0026000000040084RB0F;04/07/2019;12;0,055;R
ES0026000000040084RB0F;04/07/2019;13;0,055;R
ES0026000000040084RB0F;04/07/2019;14;0,025;R
ES0026000000040084RB0F;04/07/2019;15;0,055;R
ES0026000000040084RB0F;04/07/2019;16;0,055;R
ES0026000000040084RB0F;04/07/2019;17;0,03;R
ES0026000000040084RB0F;04/07/2019;18;0,051;R
ES0026000000040084RB0F;04/07/2019;19;0,055;R
ES0026000000040084RB0F;04/07/2019;20;0,04;R
ES0026000000040084RB0F;04/07/2019;21;0,041;R
ES0026000000040084RB0F;04/07/2019;22;0,055;R
ES0026000000040084RB0F;04/07/2019;23;0,049;R
ES0026000000040084RB0F;04/07/2019;24;0,03;R
ES0026000000040084RB0F;05/07/2019;1;0,056;R
ES0026000000040084RB0F;05/07/2019;2;0,055;R
ES0026000000040084RB0F;05/07/2019;3;0,025;R
ES0026000000040084RB0F;05/07/2019;4;0,056;R
ES0026000000040084RB0F;05/07/2019;5;0,055;R
ES0026000000040084RB0F;05/07/2019;6;0,034;R
ES0026000000040084RB0F;05/07/2019;7;0,047;R
ES0026000000040084RB0F;05/07/2019;8;0,056;R
ES0026000000040084RB0F;05/07/2019;9;0,042;R
ES0026000000040084RB0F;05/07/2019;10;0,039;R
ES0026000000040084RB0F;05/07/2019;11;0,055;R
ES0026000000040084RB0F;05/07/2019;12;0,053;R
ES0026000000040084RB0F;05/07/2019;13;0,027;R
ES0026000000040084RB0F;05/07/2019;14;0,056;R
ES0026000000040084RB0F;05/07/2019;15;0,056;R
ES0026000000040084RB0F;05/07/2019;16;0,026;R
ES0026000000040084RB0F;05/07/2019;17;0,054;R
ES0026000000040084RB0F;05/07/2019;18;0,056;R
ES0026000000040084RB0F;05/07/2019;19;0,039;R
ES0026000000040084RB0F;05/07/2019;20;0,042;R
ES0026000000040084RB0F;05/07/2019;21;0,056;R
ES0026000000040084RB0F;05/07/2019;22;0,05;R
ES0026000000040084RB0F;05/07/2019;23;0,031;R
ES0026000000040084RB0F;05/07/2019;24;0,056;R
ES0026000000040084RB0F;06/07/2019;1;0,056;R
ES0026000000040084RB0F;06/07/2019;2;0,025;R
ES0026000000040084RB0F;06/07/2019;3;0,056;R
ES0026000000040084RB0F;06/07/2019;4;0,056;R
ES0026000000040084RB0F;06/07/2019;5;0,034;R
ES0026000000040084RB0F;06/07/2019;6;0,047;R
ES0026000000040084RB0F;06/07/2019;7;0,056;R
ES0026000000040084RB0F;06/07/2019;8;0,046;R
ES0026000000040084RB0F;06/07/2019;9;0,035;R
ES0026000000040084RB0F;06/07/2019;10;0,055;R
ES0026000000040084RB0F;06/07/2019;11;0,057;R
ES0026000000040084RB0F;06/07/2019;12;0,025;R
ES0026000000040084RB0F;06/07/2019;13;0,056;R
ES0026000000040084RB0F;06/07/2019;14;0,056;R
ES0026000000040084RB0F;06/07/2019;15;0,032;R
ES0026000000040084RB0F;06/07/2019;16;0,05;R
ES0026000000040084RB0F;06/07/2019;17;0,056;R
ES0026000000040084RB0F;06/07/2019;18;0,043;R
ES0026000000040084RB0F;06/07/2019;19;0,038;R
ES0026000000040084RB0F;06/07/2019;20;0,057;R
ES0026000000040084RB0F;06/07/2019;21;0,052;R
ES0026000000040084RB0F;06/07/2019;22;0,029;R
ES0026000000040084RB0F;06/07/2019;23;0,055;R
ES0026000000040084RB0F;06/07/2019;24;0,056;R
ES0026000000040084RB0F;07/07/2019;1;0,03;R
ES0026000000040084RB0F;07/07/2019;2;0,051;R
ES0026000000040084RB0F;07/07/2019;3;0,057;R
ES0026000000040084RB0F;07/07/2019;4;0,041;R
ES0026000000040084RB0F;07/07/2019;5;0,04;R
ES0026000000040084RB0F;07/07/2019;6;0,056;R
ES0026000000040084RB0F;07/07/2019;7;0,054;R
ES0026000000040084RB0F;07/07/2019;8;0,028;R
ES0026000000040084RB0F;07/07/2019;9;0,056;R
ES0026000000040084RB0F;07/07/2019;10;0,056;R
ES0026000000040084RB0F;07/07/2019;11;0,03;R
ES0026000000040084RB0F;07/07/2019;12;0,05;R
ES0026000000040084RB0F;07/07/2019;13;0,056;R
ES0026000000040084RB0F;07/07/2019;14;0,045;R
ES0026000000040084RB0F;07/07/2019;15;0,036;R
ES0026000000040084RB0F;07/07/2019;16;0,057;R
ES0026000000040084RB0F;07/07/2019;17;0,056;R
ES0026000000040084RB0F;07/07/2019;18;0,025;R
ES0026000000040084RB0F;07/07/2019;19;0,057;R
ES0026000000040084RB0F;07/07/2019;20;0,056;R
ES0026000000040084RB0F;07/07/2019;21;0,036;R
ES0026000000040084RB0F;07/07/2019;22;0,045;R
ES0026000000040084RB0F;07/07/2019;23;0,056;R
ES0026000000040084RB0F;07/07/2019;24;0,05;R
ES0026000000040084RB0F;08/07/2019;1;0,032;R
ES0026000000040084RB0F;08/07/2019;2;0,056;R
ES0026000000040084RB0F;08/07/2019;3;0,057;R
ES0026000000040084RB0F;08/07/2019;4;0,026;R
ES0026000000040084RB0F;08/07/2019;5;0,056;R
ES0026000000040084RB0F;08/07/2019;6;0,057;R
ES0026000000040084RB0F;08/07/2019;7;0,038;R
ES0026000000040084RB0F;08/07/2019;8;0,043;R
ES0026000000040084RB0F;08/07/2019;9;0,057;R
ES0026000000040084RB0F;08/07/2019;10;0,049;R
ES0026000000040084RB0F;08/07/2019;11;0,032;R
ES0026000000040084RB0F;08/07/2019;12;0,056;R
ES0026000000040084RB0F;08/07/2019;13;0,056;R
ES0026000000040084RB0F;08/07/2019;14;0,025;R
ES0026000000040084RB0F;08/07/2019;15;0,057;R
ES0026000000040084RB0F;08/07/2019;16;0,056;R
ES0026000000040084RB0F;08/07/2019;17;0,038;R
ES0026000000040084RB0F;08/07/2019;18;0,043;R
ES0026000000040084RB0F;08/07/2019;19;0,057;R
ES0026000000040084RB0F;08/07/2019;20;0,051;R
ES0026000000040084RB0F;08/07/2019;21;0,03;R
ES0026000000040084RB0F;08/07/2019;22;0,056;R
ES0026000000040084RB0F;08/07/2019;23;0,056;R
ES0026000000040084RB0F;08/07/2019;24;0,029;R
ES0026000000040084RB0F;09/07/2019;1;0,052;R
ES0026000000040084RB0F;09/07/2019;2;0,057;R
ES0026000000040084RB0F;09/07/2019;3;0,04;R
ES0026000000040084RB0F;09/07/2019;4;0,042;R
ES0026000000040084RB0F;09/07/2019;5;0,057;R
ES0026000000040084RB0F;09/07/2019;6;0,05;R
ES0026000000040084RB0F;09/07/2019;7;0,031;R
ES0026000000040084RB0F;09/07/2019;8;0,057;R
ES0026000000040084RB0F;09/07/2019;9;0,056;R
ES0026000000040084RB0F;09/07/2019;10;0,025;R
ES0026000000040084RB0F;09/07/2019;11;0,056;R
ES0026000000040084RB0F;09/07/2019;12;0,056;R
ES0026000000040084RB0F;09/07/2019;13;0,037;R
ES0026000000040084RB0F;09/07/2019;14;0,045;R
ES0026000000040084RB0F;09/07/2019;15;0,056;R
ES0026000000040084RB0F;09/07/2019;16;0,048;R
ES0026000000040084RB0F;09/07/2019;17;0,033;R
ES0026000000040084RB0F;09/07/2019;18;0,056;R
ES0026000000040084RB0F;09/07/2019;19;0,056;R
ES0026000000040084RB0F;09/07/2019;20;0,025;R
ES0026000000040084RB0F;09/07/2019;21;0,056;R
ES0026000000040084RB0F;09/07/2019;22;0,057;R
ES0026000000040084RB0F;09/07/2019;23;0,038;R
ES0026000000040084RB0F;09/07/2019;24;0,043;R
ES0026000000040084RB0F;10/07/2019;1;0,057;R
ES0026000000040084RB0F;10/07/2019;2;0,05;R
ES0026000000040084RB0F;10/07/2019;3;0,031;R
ES0026000000040084RB0F;10/07/2019;4;0,057;R
ES0026000000040084RB0F;10/07/2019;5;0,056;R
ES0026000000040084RB0F;10/07/2019;6;0,028;R
ES0026000000040084RB0F;10/07/2019;7;0,053;R
ES0026000000040084RB0F;10/07/2019;8;0,056;R
ES0026000000040084RB0F;10/07/2019;9;0,041;R
ES0026000000040084RB0F;10/07/2019;10;0,041;R
ES0026000000040084RB0F;10/07/2019;11;0,056;R
ES0026000000040084RB0F;10/07/2019;12;0,053;R
ES0026000000040084RB0F;10/07/2019;13;0,028;R
ES0026000000040084RB0F;10/07/2019;14;0,056;R
ES0026000000040084RB0F;10/07/2019;15;0,057;R
ES0026000000040084RB0F;10/07/2019;16;0,029;R
ES0026000000040084RB0F;10/07/2019;17;0,053;R
ES0026000000040084RB0F;10/07/2019;18;0,057;R
ES0026000000040084RB0F;10/07/2019;19;0,042;R
ES0026000000040084RB0F;10/07/2019;20;0,04;R
ES0026000000040084RB0F;10/07/2019;21;0,057;R
ES0026000000040084RB0F;10/07/2019;22;0,056;R
ES0026000000040084RB0F;10/07/2019;23;0,026;R
ES0026000000040084RB0F;10/07/2019;24;0,056;R
ES0026000000040084RB0F;11/07/2019;1;0,057;R
ES0026000000040084RB0F;11/07/2019;2;0,034;R
ES0026000000040084RB0F;11/07/2019;3;0,048;R
ES0026000000040084RB0F;11/07/2019;4;0,058;R
ES0026000000040084RB0F;11/07/2019;5;0,046;R
ES0026000000040084RB0F;11/07/2019;6;0,036;R
ES0026000000040084RB0F;11/07/2019;7;0,056;R
ES0026000000040084RB0F;11/07/2019;8;0,057;R
ES0026000000040084RB0F;11/07/2019;9;0,025;R
ES0026000000040084RB0F;11/07/2019;10;0,056;R
ES0026000000040084RB0F;11/07/2019;11;0,057;R
ES0026000000040084RB0F;11/07/2019;12;0,039;R
ES0026000000040084RB0F;11/07/2019;13;0,042;R
ES0026000000040084RB0F;11/07/2019;14;0,057;R
ES0026000000040084RB0F;11/07/2019;15;0,054;R
ES0026000000040084RB0F;11/07/2019;16;0,027;R
ES0026000000040084RB0F;11/07/2019;17;0,057;R
ES0026000000040084RB0F;11/07/2019;18;0,057;R
ES0026000000040084RB0F;11/07/2019;19;0,032;R
ES0026000000040084RB0F;11/07/2019;20;0,05;R
ES0026000000040084RB0F;11/07/2019;21;0,057;R
ES0026000000040084RB0F;11/07/2019;22;0,046;R
ES0026000000040084RB0F;11/07/2019;23;0,036;R
ES0026000000040084RB0F;11/07/2019;24;0,057;R
ES0026000000040084RB0F;12/07/2019;1;0,057;R
ES0026000000040084RB0F;12/07/2019;2;0,026;R
ES0026000000040084RB0F;12/07/2019;3;0,056;R
ES0026000000040084RB0F;12/07/2019;4;0,057;R
ES0026000000040084RB0F;12/07/2019;5;0,043;R
ES0026000000040084RB0F;12/07/2019;6;0,039;R
ES0026000000040084RB0F;12/07/2019;7;0,057;R
ES0026000000040084RB0F;12/07/2019;8;0,056;R
ES0026000000040084RB0F;12/07/2019;9;0,026;R
ES0026000000040084RB0F;12/07/2019;10;0,057;R
ES0026000000040084RB0F;12/07/2019;11;0,057;R
ES0026000000040084RB0F;12/07/2019;12;0,035;R
ES0026000000040084RB0F;12/07/2019;13;0,047;R
ES0026000000040084RB0F;12/07/2019;14;0,057;R
ES0026000000040084RB0F;12/07/2019;15;0,05;R
ES0026000000040084RB0F;12/07/2019;16;0,032;R
ES0026000000040084RB0F;12/07/2019;17;0,057;R
ES0026000000040084RB0F;12/07/2019;18;0,058;R
ES0026000000040084RB0F;12/07/2019;19;0,03;R
ES0026000000040084RB0F;12/07/2019;20;0,052;R
ES0026000000040084RB0F;12/07/2019;21;0,058;R
ES0026000000040084RB0F;12/07/2019;22;0,046;R
ES0026000000040084RB0F;12/07/2019;23;0,036;R
ES0026000000040084RB0F;12/07/2019;24;0,058;R
ES0026000000040084RB0F;13/07/2019;1;0,057;R
ES0026000000040084RB0F;13/07/2019;2;0,026;R
ES0026000000040084RB0F;13/07/2019;3;0,057;R
ES0026000000040084RB0F;13/07/2019;4;0,058;R
ES0026000000040084RB0F;13/07/2019;5;0,039;R
ES0026000000040084RB0F;13/07/2019;6;0,043;R
ES0026000000040084RB0F;13/07/2019;7;0,057;R
ES0026000000040084RB0F;13/07/2019;8;0,057;R
ES0026000000040084RB0F;13/07/2019;9;0,026;R
ES0026000000040084RB0F;13/07/2019;10;0,057;R
